Date,Subject,From,Message
2024-09-23 16:06:02-05:00,Python Developer,"""Vikrama, Valiantiq"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Title: Python DeveloperClient: Alliance Bernstein. Location – Nashville, TN (Hybrid)Rate: $70/hr. on C2CExperience: 10+ YearsVisa: US citizens, Green Cards, H1B, H4-EAD or OPT-EAD Description of Role & Day-to-Day Responsibilities: Team Lead Python Developer with Azure or AWS and database engineering (Snowflake or DataBricks or Data Factory or Apache Spark) Act as a lead on software design and work with team leads to design/scope projects up front.Act as a key technical knowledge go to person for the team devs to help solve issues.Do code reviews and guide and enforce best practices and principles.Take on responsibilities of working with both Software development and DevOps/Cloud Infrastructure issues and direction.Work with senior team product owners to recognize areas of tech debt** that requires solutions as well as introducing innovation of new technology to further improve the team velocity.** Tech debt can be described as Legacy software they are upgrading.Key areas of necessary skills: RECRUITERS MUST RUN CHECKLISTS -- ask them how good they are an the underlined phrases on a scale of 1-10 and list that number next to itKnowledge of software development principles and Object-Oriented development and design patterns.Experience with back-end technologies such as Oracle, SQL Server, .NET, REST API, Linux, Apache Spark, microservices, etc.Focus on building scalable and high-performance systems. <--- Candidates should have experience on Enterprise systems doing large high performance workStrong knowledge of Python programming language and its frameworks, with a focus on back-end development.Background/experience in C# is a plus.Working experience/knowledge of Azure (Kubernetes, Data Factory, Containers/Pods/Docker, Batch/Parallel HPC (High-performance computing) [ AWS is ok as long as they can learn the Azure equivalent ]Understanding of parallel programming concepts and packages – parallelization/multiprocessing/cloud.Experience writing SQL queries and stored procedures on large datasets with an emphasis on performance.Ability to take ownership of systems and drive innovation, introducing new technologies and approaches to improve system performance and functionality.Ability to write clean, maintainable, extensible, and well-documented code.Strong problem-solving and analytical skills.Excellent communication and collaboration skills.Pre-screening interview video (5-10 min long)Discuss approach to software design (Design patterns, working with Queues/EventHub, separation of layers, etc.)Discuss approach to parallelization / multi-threading / scaling complex softwareDiscuss knowledge and use of Cloud technology: docker / containers / Kubernetes / pods / clusters Thanks & Regards, Vikrama RaoRecruitment Executive- ValiantIQ Inc.""Searching Best Minds ■ Searching Best Minds""Email: vrao@valiantiq.comP. 18032918038 F. (302) 482-3672Disclaimer: If you are not interested in receiving our e-mails then please reply with a ""REMOVE"" in the subject line for automatic removal. And mention all the e-mail addresses to be removed with any e-mail addresses, which might be diverting the e-mails to you. We are sorry for the inconvenience."
2024-09-23 16:06:54-05:00,"Immediate Hiring - .Net full stack Tech lead - Houston, TX - Contract Opportunity","""VDart, VDart"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Job Title: .Net full stack Tech lead Location: Houston, TXDuration: Contract OpportunityDescription:Must have experience in React and Type script, .Net, AzureExperience: 8 ~ 10 Years, We are looking for a tech lead with the following qualificationMust have played lead role for at least 3+ years in developing web applications using React and/or Angular.Expertise in React, Redux, and related technologies.Proficiency in JavaScript, HTML5, CSS3, and modern frontend build tools (Webpack, Babel).Experience with state management libraries (Redux, MobX) and front-end testing frameworks (Jest, Enzyme).Extensive experience with RESTful APIs and GraphQL.Knowledge of version control systems (Git).Design, development, and implementation of the frontend application.Proficiency in microservice architecture, cloud technologies, continuous development and integration.Understanding of microservices architecture and containerization (Docker, Kubernetes).Work closely with UX/UI designers, backend developers, and other stakeholders to translate requirements into technical specifications and deliverables.Should work from office 3 days in a week.Mandatory SkillsREACTDesirable SkillsAPI MANAGEMENT, SQL SERVER REPORTING SERVICES (SSRS), WEBDRIVER.IO / JAVASCRIPT"
2024-09-23 16:07:25-05:00,"Java Developer with AWS &amp; TERRAFORM -  NYC, NY - Day 1 onsite ( Need only locals )","""Vaishnavi, Xforia"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Job Description :Mandate skills: Java, Spring boot, Microservices, AWS, TerraformJob Description:Experience in Agile software development methodology and practices with full development lifecycle from inception through implementation.Required: Java, J2EE, Spring, Microservice, Webservices, PL/SQLWorking knowledge of Object Oriented Analysis/Object Oriented Design methodologies and life cycles.Demonstrated experience with SCM tools such as GIT, JenkinsExperience with application development on Java, J2EE, Spring, and MVC, Java Design Patterns and JUnit.Knowledge of Relational Databases like Oracle/SQL Server, SQLKnowledge of Web service technologies including SOAP/REST.Strong working knowledge of IntelliJ, Maven and Tomcat.Ability to work collaboratively in teams and develop meaningful relationships to achieve common goalsKnowledge of architecture, design and business processesProficiency in modern programming languagesExperience in design and build of complex application systems using the new banking architecture including Java/J2EE/Spring technologies. Proficiency in one or more general purpose programming languages including Java/J2EE/JSP based Web applications/Middleware and Batch systems.Experience in design, analysis, development, coding, unit testing, debug and documentation for Java/J2EE systems including Web applications, business services, batch applications, large/complex projects and utilizing Web Services and Java RMI technologies to improve interface/API and significantly enhance integration capability between front-end and back-end systemsA fundamental understanding of software skills and the different components of SDLC such as business analysis, development, and maintenance and software improvement is essential"
2024-09-23 15:56:24-05:00,"Urgent Requirement :: : Sr Report Developer-PowerBI, BOBJ, SQL :: Oakland, CA :: Locals Only","""Kunal Bhatt, Resource Consultings"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Position: Sr Report Developer-PowerBI, BOBJ, SQLDuration: 6-12 MonthsLocation: Oakland, CA Notes: Manager is seeking some strong PowerBI Development experience along with SQL. This Applicant must be skilled with PowerBI Dataset Development, report Builders and implement standards. Job Duties:· Develops SQL Business Intelligence (Bl) reports, models, and applications as illustrated by the following:· Designs, builds, and populates data objects such as SSAS cubes, relational dimensional databases, and SSAS data mining models· Designs and builds Bl user interfaces such as dashboards and reports using SAP business objects, Lumira, Tableau & other Bl Tool· Designs and builds data models to support self-service BI· Knowledge of data models, data marts & data warehouses.· Supports Data Warehouse enhancements and operations including table, view, stored procedure, and other changes.· Performs query tuning and optimization· Develops, monitors, and maintains ETL (Extract, Transform, Load) processes that extract, transform, and load data into the Data Warehouse and Bl data objects.· Meets with Lines of Business and Business Systems Analysts to define reporting requirements and goals and to identify the data needed for meeting business requirements.· Maintains data dictionary and related meta-data stores.· Follows change and version control in moving code from development to test/QA and to production environments· Participates in the development of Bl applications and solutions.· Develops routines and procedures for end-users to facilitate best practices use of reporting tools and applications.· Assists Lines of Business with the development and deployment of reports and usage of self-service Bl tools· Supports the automated report generation, distribution, and archiving processes.· Research, reviews, and analyzes the effectiveness and efficiency of existing reporting and ETL procedures and develops strategies for enhancing or further leveraging these processes.· Follows appropriate incident, problem, change management, and project processes.· Achieves goals assigned to the Developer as part of the department’s annual operating plan and budget· A bides by the current laws and organizational policies and procedures designed and implemented to promote an environment which is free of harassment and other forms of illegal discriminatory behavior in the workplace.· Coordinates specific work tasks with other personnel within the department as well as with other departments to ensure the smooth and efficient flow of information.· Cooperates with, participates in, and supports the adherence to all internal policies, procedures, and practices in support of risk management and overall safety and soundness· Complies with established operating policies and procedures to maintain adequate controls and to support the bank's adherence to outside regulatory requirements.· Communicates with management and staff personnel to integrate goals and activities.· Identify risks and develop stable solutions.· Collaborate with internal & business teams to understand requirements· On-call rotation duties to maintain platform and provide support· Leads the work of other small groups of four to six engineers, including offshore associates, for assigned Engineer ng projects· Models’ compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrity· Demonstrates up-to-date expertise in Software Engineering Required:· 8+ Years of relevant experience + bachelor’s degree· 5+ years of experience with Power BI, BOBJ· Strong SQL experience"
2024-09-23 15:56:29-05:00,"Job Title: Full Stack Developer ||| Location: Columbus, OH Visa : GC USC |||Interview: In-person interview (need local folks only)","""Sandeep, WinOrbit"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Rate is max $45/hr i have for this role if you have any prfile for this role do share me me .Interview In-Person Job Title: Full Stack Developer Location: Columbus, OH Hybrid – Needs to be located in Columbus and work hybrid on site 3 days per week Interview: In-person interview (need local folks only) Angular OR rxjs, and ngrx skills that are key for the Full Stack Role Make sure the candidate needs to have it. Overview: We are seeking a dynamic Full Stack Developer to join our team within the Enterprise Software Solutions (ESS) department. This role requires a versatile developer capable of tackling a variety of tasks across the application stack. While expertise in every technology listed below is not mandatory, we value candidates with a strong foundation in key areas and a willingness to learn and cross-train. Key Responsibilities:Develop and maintain web applications using Java, Spring MVC, and Spring Boot.Build and consume web services, both SOAP and RESTful.Design, implement, and optimize SQL databases.Work with front-end technologies including Angular, NgRx, and RxJs to create dynamic user interfaces.Contribute to microservices architecture, ensuring scalability and reliability. Technical Requirements:Languages & Frameworks: Java, Spring MVC, Spring Boot, AngularWeb Services: SOAP, RESTFront-End: Angular, NgRx, RxJsBuild Tools: MavenDatabase: SQLApplication Servers: WebSphere (awareness helpful, training provided) Experience:3-5 years of hands-on experience in software delivery, particularly in full-stack development.Experience with microservices architecture is highly desirable.Familiarity with WebSphere is a plus, though training can be provided. Qualifications:A strong foundation in Java and Spring framework.Solid understanding of web services (SOAP/REST) and microservices.Ability to quickly adapt to new technologies and frameworks.Excellent problem-solving skills and a proactive attitude.Strong communication skills and the ability to work effectively in a team environment.Additional Notes:Angular experience is preferred, but we are willing to provide training if the candidate has a foundational knowledge.This role offers an opportunity for cross-training, making it ideal for someone with a strong drive to learn and grow within a collaborative team"
2024-09-23 15:56:34-05:00,sap hana fin fscm,"""alka, Allied Business Consulting"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Package Consultant / SAP HANA FIN FSCMCollections Technical LeadProject Location: New York, NYWork Remotely: YesStart Date: 30/Sep/2024End Date: 04/Oct/2025 Required Skills:·Must have strong FSCD specific expertise.·Lead design of FSCD Collections solution."
2024-09-23 15:56:54-05:00,Senior UI Developer (12+ Years exp ),"""sanjeev, HMG America LLC"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Position- Senior UI DeveloperLocation- Pleasanton, CA or Burlington, MA (Day 1 onsite) Job Description:12+ years of exp.Mandatory skills:Experience: 12+ years in frontend development.Core Technologies: Angular, optionally Flutter.Programming Languages: JavaScript, TypeScript, Dart (for Flutter).Frameworks and Libraries: Angular, Flutter (optional).State Management: NgRx (for Angular), Provider/Bloc (for Flutter).API Integration: RESTful APIs, GraphQL.Unit Testing (Jasmine,), Integration Testing, Static Code Analysis.Build Tools: Webpack, Angular CLI.Version Control: Git or BitbucketCI/CD: Jenkins, Azure DevOps.· Must have Cloud experience - Azure· JIRA exposure is a must· Bachelor’s degree, or advance degree in Computer Science, or MS· Ability to work within a team and as an individual contributor in a fast-paced, changing Environment· Ability to work in a highly matrixed and geographically diverse business environment· Meticulous and methodical with high attention to detail· Out of box thinker and go getter attitude to solve problems and innovate rapidly· Solid communication and interpersonal skills· Ability to maintain regular and predictable attendance· Experience in Health Care industry and medical domain experience is a plu"
2024-09-23 15:57:25-05:00,"SAP Reporting Analyst--Tacoma, WA(onsite)","""Akash Goyal, Delta System"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Title: SAP Reporting AnalystLocation: Remote with weekly travel to Tacoma, WA (Expenses will be covered by Client)Candidate has to be onsite from Monday to Thursday every week.Role Type: Contract JOB DESCRIPTION: Candidate should have minimum 10 years Analytics Experience of experience with hands on experience in Datasphere, HANA Native Modeling, SAP Reporting & Analytics (Mandatory).Experience in SAP HANA Data ModelingExperience in HANA development including Calculation Views, SQL Views, SQL Queries, Table Joins, Stored procedures and relevant artifacts is necessaryStrong functional knowledge of SAP Functional Areas and ProcessesShould carry a good understanding of S/4HANA ABAP CDS views. Nice to have if he can develop.Should be able to articulate the Calculation view into ABAP CDS view on a very high level for migration purposesShould carry a sound knowledge of datasphere, remote tables, analytics models and data builder artifactsExperience with Data extraction from SAP S4 HANA and Data Ingestion into Datasphere and non SAP Products like SnowflakeWorking knowledge of Snowflake and Tableau is needed. If Hand-on then preferred.Collaborate with business stakeholders to understand and translate their analytical needs into technical design.Should carry a strong understanding of data warehousing concepts and best practicesExcellent communication and interpersonal skills and Leadership and mentoring skills.Should be able to lead the team at offshore and coordinate with the relevant counter parts at onshore and offshore.Mentor and guide junior team members, fostering a collaborative and productive work environment.Should be good enough to review the deliverables before submitting to the client Thanks & Kind Regards, Akash Goyal | US IT RecruiterDelta System & Software, Inc.E-Mail - akash.goyal@delta-ssi.netLinked ID- linkedin.com/in/akash-goyal-4470551a0www.deltassi.com"
2024-09-23 15:57:47-05:00,Looking for Data Modeler - Please share the local profiles,"""Ganesh, iTech Us Inc"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hi, This is Ganesh from iTech Us Inc. I have the below requirement with one of our clients please let me know if you are interested. Please share the resume at ganesh.g@itechus.net Position: Data ModelerLocation: St Louis, MO (Onsite) - Please share the local profilesDuration: 12 months Description: 8+ yearsData Modeler- Data Architecture and Modeling Required Education: At least a bachelor’s degree( or equivalent experience) in Computer Science, Software/Electronics engineering, Information Systems, or closely related field is required. Thanks, and regards Ganesh Gorak Itech Us Inc"
2024-09-23 15:57:57-05:00,"Java Scala Developer || New York, NY (Hybrid)","""Monika Pandey, keyinfotek"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Position – Java Scala DeveloperLocation – New York, NY (Hybrid)Job Description:ResponsibilitiesDesign and develop high-quality software components for the global trading platform using Java, Scala, and related technologiesContribute to all areas of the software development lifecycle including planning, design, development, testing, implementation, and supportContribute to continuous improvement of processes, product development, product quality and technologyContribute to the overall progress of the team and the firm; ensure timely delivery of quality softwareServe as third-tier support for production issues and related support needs. Skills and Experience7+ years of experience in development of equity products in a global financial services company or vendor using Java in latency-sensitive environmentsExperience and knowledge of equity products and instruments including FIX protocol and market dataProficiency with computer technologies including Linux, SQL/NoSQL, Messaging & Distributed SystemsStrong multi-threading and network programming experienceKnowledge of equity market structure, order handling and electronic tradingStrategic thinking, analytical, problem-solving and troubleshooting skillsExpertise in any of the following preferred: Scala, C++, Solace, NoSQL, Functional Programming, Kafka, Flink/Spark, MongoDBAbility to work as part of a team or independently, communicate effectively at all organizational levels with written and verbal communication skillsExperience using Scala or willingness to learn! Warm Regards, Monika PandeySr. Technical recruiter Email:- monika@keyinfotek.com https://keyinfotek.com/linkedin.com/in/monika-pandey-777933232 Staffing | Consulting | Outsourcing"
2024-09-23 15:58:42-05:00,W2 Role: Cyber Security Architect- New York - Onsite Role,"""bala, Millennium Infotech"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hi Professional,Hope you are doing well.We have an immediate opening for Cyber Security Architect.It is an fully onsite role. Job Title: Cyber Security ArchitectJob Location: NYC, NY (Onsite Role)Job Experience: 12+ Years Security Analyst :Review firewall system security and vulnerability design.Determine security requirements by evaluating business strategies and business requirements.Analyze appropriate security assurance levels.Evaluate security policy and next-generation threats.Analyze and recommend prevention designs, SSL encryption/decryption strategies, vulnerability protection profiles, content filtering and perimeter security controls. Analyze potential impact of new threats and exploits, develop and implement expert firewall solutions to mitigate those threats.Analyze risks to critical applications and recommend security controls. Communicate risks to relevant business units."
2024-09-23 15:28:59-05:00,Looking for UI React Lead need locals to AZ need 13+ yrs Exp,"""Austin varma, Eminencets"" <phmailadmin@prohirespowerhouse.com>","Role: UI React Lead Location: Phoenix, AZ.Locals onlyDay one OnsiteDescription:Looking for a strong React web engineer.Role: Responsible for responsible web architecture, designing and development.Must know:1. React Core Concepts: Basic JS, DOM & HTML Knowledge Declarative vs Imperative react Code abstraction with Hooks Deep understanding of JSX React hooks vs custom hooks, local state management Unidirectional data flow-controlled vs uncontrolled client-side routing data fetching advanced side effects, use Effect caching & performance use Memo & use Callback component memization App State (Global state) Redux vs Context overview Unit Testing Overview Transitions with use Transition2. React Advanced Concepts:State & Refs advanced Imperative patterns Dynamic React Portals Advanced Side Effects Compound Components Advanced Patterns for Context Accessibility Mutable Refs, Forwarding Refs, Render Props. 3. Strong JavaScript Skills:JavaScript, ES6, functional programming concepts event loop concepts promises Async/ Await Node Rest APIs server-side rendering in React Authentication & error handling. Thanks, and regards.AustinRecruiter Eminence Technology Solutions LLCEmail: Austin@eminencets.comWebsite: www.eminencets.com"
2024-09-23 15:58:54-05:00,Appian BPM remote with cognizant,"""Deepa Sandil, Themesoft Inc."" <phmailadmin@scentricopowerhousesmtpdist3.email>","Position:Appian BPMLocation: US Remote Contractors: YES Client:-CognizantYears of experience- 8+ yrs.jd:-Overall 8+ of experience with minimum 4+ years of Appian BPM experience.Worked as Appian tech lead role for minimum 4+ years with design and implementation of Appian BPM/RPA platform, Business Process Design, Business Process Modelling, SAIL rules and UI Design.Appian L2 certification is mandatory. Preferred L3 certification.Gather requirements and analyze stakeholder’s business strategy and business processes to develop corresponding technical solutions that provide an intuitive user experience.Build and invoke web APIs to integrate with various systems. Quickly learn and apply the latest cutting-edge technology (i.e. artificial intelligence, robotic process automation, etc). to integrate into various business applicationsDesign, build and configure Appian applications to meet business process, application requirements and ensuring their stability, reliability, and performance.Work collaboratively with teams and business experts to elicit and designing new internal solutions.Create industry leading solutions that meet the highest standards in user experience.Deepa Sandildeepa.s@themesoft.com"
2024-09-23 15:59:43-05:00,"Data Governance Project Manager required in Raleigh, NC  || Austin, TX  || Dallas, TX || Charlotte, NC-Onsite","""Sonu, KK Software Associates"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hello, Hope you are doing good. This is Sonu from KK Software Associates LLC. We are the Preferred vendor for the clients.I found your resume suitable for one of the job opportunities we currently have. Please find the detailed job description and please do let me know if you are interested in this opening: Position: Data Governance Project ManagerLocation: Raleigh, NC || Austin, TX || Dallas, TX || Charlotte, NC -OnsiteDuration: ContractClient: TCS Job Description: Data Governance Project Manager Candidate is responsible to contribute to the directional strategy and assist in creation and modification of Enterprise Data Governance Strategy Partner with multiple teams to? Define & implement relevant Data Governance policies and/or Data Risk and Control framework.? Define & implement data management processes, including data identification, metadata management, data lineage, and data cataloging.? Oversight, tracking of ownership and target dates and associated metrics and reporting.Coordinate with business lines and enterprise functions on enterprise Data Governance roll out, associated changes to Data Management function.Data Governance, Project Management Thanks & Regards…,Sonu KumarSr. US IT RecruiterMail: sonu.k@kksoftwareassociates.com LinkedIn: https://www.linkedin.com/in/sonu-kumar-thunder/www.kksoftwareassociates.com"
2024-09-23 15:29:44-05:00,Microsoft PowerApps Developer !! Location: Pittsburgh  Hybrid !! 100 Interview ||,"""Anuj, Vyze inc"" <phmailadmin@prohirespowerhouse.com>","Job Description -NEED LOCAL CANDIDATES FROM Pittsburgh ,PATitle: Microsoft PowerApps DeveloperLocation: Pittsburgh – Hybrid (3 days in the office/2 remote)NEED LINKEDIN , DL & VISA COPYThis position is hybrid in Pittsburgh only, so candidates must currently live in the Pittsburgh areaSkills:Experience developing PowerApps - both Model-Drive and Canvas ApplicationsExperience developing Power Automate FlowsExperience gathering requirements and understanding business processesTesting experienceExperience working in an Agile/Iterative approach"
2024-09-23 16:01:05-05:00,Urgent require Java scala Developer -- New York,"""Aryan, Crea services.LLC"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hi,Hope you are doing Well.Please find the JD below and let me know your interest ASAP.And please attach copy of your Resume and let us know your availability.JD--Position – Java Scala DeveloperLocation – New York, NY (Hybrid)Job Description:ResponsibilitiesDesign and develop high-quality software components for the global trading platform using Java, Scala, and related technologiesContribute to all areas of the software development lifecycle including planning, design, development, testing, implementation, and supportContribute to continuous improvement of processes, product development, product quality and technologyContribute to the overall progress of the team and the firm; ensure timely delivery of quality softwareServe as third-tier support for production issues and related support needs. Skills and Experience7+ years of experience in development of equity products in a global financial services company or vendor using Java in latency-sensitive environmentsExperience and knowledge of equity products and instruments including FIX protocol and market dataProficiency with computer technologies including Linux, SQL/NoSQL, Messaging & Distributed SystemsStrong multi-threading and network programming experienceKnowledge of equity market structure, order handling and electronic tradingStrategic thinking, analytical, problem-solving and troubleshooting skillsExpertise in any of the following preferred: Scala, C++, Solace, NoSQL, Functional Programming, Kafka, Flink/Spark, MongoDBAbility to work as part of a team or independently, communicate effectively at all organizational levels with written and verbal communication skillsExperience using Scala or willingness to learn! Regards,Aryan kaushikTalent Acquisition Crea Services LLCE-mail: akaushik@creaservices.netVisit us: https://www.creaservices.net/ ***DISCLAIMER*** This communication & accompanying documents (""this e-mail"") contains confidential and/or privileged information for exclusive use of the individual to whom it is addressed. If you are not the intended recipient, please immediately notify the company & delete this e-mail. Any unauthorized use or disclosure of this e-mail is strictly prohibited. Representations in this e-mail are subject to contract. As an e-mail user please be cautious of the technical & other vulnerabilities of the internet which may result in malicious and/or unauthorized access to / use / alteration of e-mails/e-mail IDs. Thank you"
2024-09-23 15:49:53-05:00,we have a job opportunity for you asa Fullstack .Net Developer oneof our client basedat (REMOTE).,"""ARUN, Magicforce"" <phmailadmin@scentricopowerhousesmtpdist3.email>","SHARE ONLY CITIZENS PROFILES.Hi, Greetings from Magic Force…!!! My name is Arun we have a job opportunity for you as a Fullstack .Net Developer one of our client based at (REMOTE). Pease find the Job description below, if you are available and interested, please send us your word copy of your resume with following detail to arun@magicforce.us Job Title: .Net Developer Location: (REMOTE).Duration: 12+ Months.Start Date: ASAP. Mandatory skills:Fullstack.Net, SQL, Azure , WCF Job Description: Desired Skills: .Net Framework and .Net Core, C#, Javascript, WCF Kafka WebAPI Aurelia/Angular 5 and aboveASPNET core TypeScript, JMeter/Postman, Agile deliver experienceJob Description : -Healthcare experience with data analytics platform would be preferredExperience with following stack would be preferred -TSLint/ESLint OKTA -Azure API GatewayAzure DevOps -Visual Studio TOAD dbforge -SQL -Sonarcube Powershell GitWebpack 3x/4x Sasslint 1x NPS 5x Karma 4x Jasmine 3x Gulp 4xAPI Documentation Swagger / SwashbuckleAPI Management Azure API GatewayCloud Platform Service Pivotal Cloud FoundryExcellent technical skills and ability perform analysis and guide team membersRequirement analysis Design Solution designExcellent written and verbal communication skillsHands on experience in Azure DevOps If you are interested in this position, kindly fill the details and revert back me ASAP.Requirement id / Title Full Name Work Authorization and validity Present location Contact Number E-mail Address Passport Number DOB LinkedIn ID Last 4 digits Of SSN Currently on the project (Yes / No) Availability to join the project Availability for onsite / remote Overall, USA IT experience Overall relevant IT experience Bill Rate Year of arrival in USA and the employer’s name USA working experience mentioned in the resume is correct? Highest degree and passing year"
2024-09-23 15:50:27-05:00,"Automation tester - Pleasanton, CA or Burlington, MA (Onsite) - Contract","""Farook, Yochana"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Role : Automation testerLocation : Pleasanton, CA or Burlington, MA (Onsite)Hiring Mode: Contract 10+ years of exp. Mandatory skills: 8+ years’ experience in API & UI automation – Selenium, Java, Rest assure, JMeter5+ years’ experience in TestNG framework 3 + cross platform mobile app development using Appium framework At least 1+ years of experience in testing with BLE technology Familiar in creation, maintenance of Test agents, pipeline and troubleshooting build failures is a plus3+ years experience with Java 3+ years of experience with Android Studio and VSGood understanding of Git(sub modules) Must have Cloud experience like Azure or AWSJIRA exposure is a mustBachelor’s degree, or advance degree in Computer Science, or MS Ability to work within a team and as an individual contributor in a fast-paced, changing EnvironmentAbility to work in a highly matrixed and geographically diverse business environmentMeticulous and methodical with high attention to detailOut of box thinker and go getter attitude to solve problems and innovate rapidlySolid communication and interpersonal skillsAbility to maintain regular and predictable attendance Experience in CI/CD tools, frame worksExperience in Health Care industry and medical domain experience is a plus Thanks & Regards,Farook ShaikResource SpecialistYochana IT Solutions.Email: Farook@yochana.com || www.yochana.com We respect your online privacy. If you would like to be removed from our mailing list please reply with ""Remove"" in the subject and we will comply immediately. We apologize for any inconvenience caused. Please let us know if you have more than one domain. The material in this e-mail is intended only for the use of the individual to whom it is addressed and may contain information that is confidential, privileged, and exempt from disclosure under applicable law. If you are not the intended recipient, be advised that the unauthorized use, disclosure, copying, distribution, or the taking of any action in reliance on this information is strictly prohibited. We are an equal opportunity employer with a diverse workforce."
2024-09-23 15:50:37-05:00,"Cloud Security Engineer in Dallas TX OR Charlotte, NC (Onsite)","""saravanaraj, Smartitframe"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hi , Greeting from Smart IT Frame, Below is the great opportunity. Please have a look, if you are interested, please drop me your updated resume along with your contact information ASAP. In case you are not available please feel free to pass on this email to your friends or colleagues who might be interested. Role: Cloud Security EngineerLocation: Dallas TX OR Charlotte, NC (Onsite)Duration: Long term JD: 4+ years of information security applications and systems experience3+ years of intermediate to advanced level skills/experience with the engineering and/or development of API’s or code for automation with Terraforn, Python and Harness.3+ years of experience with or strong conceptual understanding of encryption or related data protection technologies and secrets management.1+ year of experience with Linux operating system or Kubernetes engineering and automationMust hold Cloud certification for either Google or AzureAzure GCP"
2024-09-23 15:55:40-05:00,"PowerBI Developer  (Only Local in Chicago, IL)","""Vaibhav Panchbhaiya, 3B Staffing"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Role: PowerBI DeveloperLocation: Hybrid/ 3 days on site in Chicago OfficeDuration: Long term contract Experience Level: Level 3 (Senior)Qualifications (Must Have’s):Extensive PowerBI experience and exceptional data modelling and SQL skills. He or she will have previously used Bookmarks, Custom Visuals, and Field parameters to create flexible user-defined PowerBI experiences. SQL skills will also be extensive. The developer will have modelled numerous situations and be able to understand and adapt to data needs quickly. He or she will be creative and by able to apply his or her experience on a regular basis.8-12 Years of overall development experience 5+ Years of PowerBI Development that demonstrates advanced skills 8+ Years of SQL experience modelling data and writing complex queriesGIT for version control Nice to Haves: Object-Oriented Framework development is a plusMiro is a plus Tasks & Responsibilities:The Senior End-to-End PowerBI Developer will work independently under the Product Manager to deliver internal projects by turning requirements into data models, reports, and dashboards with proper performance and security. End-to-end dashboard creation, product owner communication, tracking the development timeline and RAID log, and confidently testing his or her workParticipate in knowledge transfer sessions with Product Manager to quickly learn and apply our data schemas, metrics, and visual standards Collaborate with BAs and Product Manager to refine technical requirementsWork with the data engineering and data architecture team to ensure data flows and data availabilityDesign and implement interactive reports and dashboards in PowerBI, following NT best practices and standards for developmentInclude drill-through, drill-down, and tool-tips as required for end user interactionEnsure reports meet performance benchmarksConfigure appropriate refresh schedulesPerform data validation to ensure accuracyConduct unit tests, work with QA/QC, conduct UATDocument data models, report structures, and logic used in the data product developmentParticipate in daily stand-ups"
2024-09-23 15:44:55-05:00,urgent new requirement for POWER BI DEVELOPER REMOTE  12 months,"""rajesh, infoways"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hi, Hope you are doing great. We have an urgent requirement for the below position with our IT Client HCL.Kindly reply back to this email or call me to discuss further.POSITION: POWER BI DEVELOPERLOCATION: REMOTE USDURATION : 12 MONTHS Responsibilities & Qualifications:Design, Develop and maintain Power BI dashboards and reportsWork with business (Sales, Marketing) to understand their needs and develop design artifactsDevelop and maintain executive dashboards that provide insights into key performance indicators (KPIs)Collaborate with other members of the IT team to develop and implement new dashboarding solutionsTroubleshoot and debug Power BI reportsUnderstanding of PBI architecture and best practices for a scalable architectureKnowledge on setting up / managing a PBI self-service / COE model.Strong analytical and problem-solving skillsExcellent verbal, written communication and business facing skills Best RegardsRajeshInfoWaysPhone#: 609-858-0846Email:rajesh@info-ways.comVisit us at: www.info-ways.com"
